Season,Club,First Name,Last Name,Position,Total Compensation,Base Salary
2011,TFC,Terry,Dunfield,M,"$65,000 ","$65,000 "
2011,VAN,Jay,Nolly,GK,"$65,000 ","$65,000 "
2011,LA,Daniel,Keat,M,"$64,500 ","$42,000 "
2011,KC,Ibrahim,Diop,M,"$64,250 ","$60,000 "
2011,COL,Kosuke,Kimura,D,"$63,525 ","$63,525 "
2011,DC,Kurt,Morsink,M,"$63,500 ","$62,000 "
2011,VAN,Jordan,Harvey,D,"$63,125 ","$61,875 "
2011,DAL,Bruno,Guarda,M,"$63,000 ","$48,000 "
2011,NYRB,Tim,Ream,D,"$62,625 ","$55,125 "
2011,HOU,Jermaine,Taylor,D,"$62,500 ","$57,500 "
2011,KC,Eric,Kronberg,GK,"$62,500 ","$62,500 "
2011,CHV,Dan,Kennedy,GK,"$62,496 ","$62,496 "
2011,CHI,Kellen,Gulley,F,"$62,000 ","$48,000 "
2011,NE,Darrius,Barnes,D,"$61,750 ","$60,500 "
2011,CHV,Jorge,Flores,F,"$61,667 ","$60,000 "
2011,POR,Peter,Lowry,F-M,"$61,667 ","$60,000 "
2011,VAN,Nizar,Khalfan,M,"$61,250 ","$60,000 "
2011,COL,Scott,Palguta,D,"$60,638 ","$60,638 "
2011,SEA,Taylor,Graham,D,"$60,638 ","$60,638 "
2011,CLB,Aaron,Horton,F,"$60,500 ","$45,000 "
2011,SJ,Tim,Ward,D,"$60,500 ","$60,500 "
2011,COL,Anthony,Wallace,D-M,"$60,375 ","$60,375 "
2011,CHV,Andrew,Boyens,D,"$60,000 ","$60,000 "
2011,NE,Pat,Phelan,M,"$60,000 ","$60,000 "
2011,RSL,Donny,Toia,F,"$60,000 ","$45,000 "
2011,SJ,Simon,Dawkins,M,"$60,000 ","$60,000 "
2011,NE,Zack,Schilawski,F,"$59,875 ","$49,875 "
2011,CLB,Rich,Balchan,D,"$58,875 ","$42,000 "
2011,RSL,Kyle,Reynish,GK,"$58,304 ","$50,000 "
2011,NYRB,John,Rooney,M,"$58,000 ","$48,000 "
2011,HOU,Adam,Moffat,M,"$56,700 ","$56,700 "
2011,RSL,Collen,Warner,M-F,"$55,750 ","$42,000 "
2011,VAN,Russell,Teibert,M,"$55,604 ","$50,004 "
2011,KC,Luke,Sassano,M-D,"$55,025 ","$51,600 "
2011,CHV,Francisco,Mendoza,F,"$55,000 ","$55,000 "
2011,TFC,Leandre,Griffit,M,"$55,000 ","$55,000 "
2011,SEA,Tyson,Wahl,D,"$54,770 ","$51,870 "
2011,NE,Milton,Caraglio,F,"$54,000 ","$54,000 "
2011,NE,Diego,Fagundez,F,"$53,500 ","$52,500 "
2011,DAL,Bobby,Warshaw,D,"$53,250 ","$42,000 "
2011,LA,Paolo,Cardozo,M,"$53,250 ","$42,000 "
2011,LA,Kyle,Davies,D,"$52,567 ","$50,004 "
2011,CHV,Bryan,De La Fuente,M,"$52,200 ","$50,400 "
2011,CHV,Victor,Estupinan,F,"$52,000 ","$42,000 "
2011,COL,David,Armstrong,M,"$51,464 ","$42,000 "
2011,DAL,Maykel,Galindo,F,"$50,004 ","$50,004 "
2011,TFC,Dicoy,Williams,D,"$50,004 ","$50,004 "
2011,DAL,Marvin,Chavez,M,"$50,000 ","$50,000 "
2011,DC,Devon,McTavish,D-M,"$50,000 ","$50,000 "
2011,DC,Daniel,Woolard,D,"$50,000 ","$50,000 "
2011,HOU,Alex,Dixon,M,"$50,000 ","$45,000 "
2011,VAN,Wes,Knight,M/D,"$50,000 ","$50,000 "
2011,CLB,Joshua,Gardner,M,"$49,200 ","$49,200 "
2011,KC,Jonathan,Kempin,GK,"$49,083 ","$42,000 "
2011,CHI,Victor,Pineda,M,"$48,742 ","$42,000 "
2011,CHI,Sebastian,Grazzini,M,"$48,000 ","$48,000 "
2011,COL,Andre,Akpan,F,"$48,000 ","$48,000 "
2011,SEA,Pat,Noonan,F,"$48,000 ","$48,000 "
2011,SJ,Edmundo,Zura,F,"$48,000 ","$48,000 "
2011,VAN,Peter,Vagenas,M,"$48,000 ","$48,000 "
2011,SJ,Steven,Lenhart,F,"$47,333 ","$45,000 "
2011,POR,Eric,Alexander,M,"$46,750 ","$46,750 "
2011,TFC,Gianluca,Zavarise,M,"$46,518 ","$42,000 "
2011,DC,Stephen,King,M,"$46,500 ","$44,000 "
2011,PHI,Keon,Daniel,M,"$46,410 ","$42,000 "
2011,HOU,Francisco,Navas,M,"$46,250 ","$42,000 "
2011,CHI,Diego,Chaves,F,"$45,000 ","$45,000 "
2011,CHV,Sergio,Arias,GK,"$45,000 ","$45,000 "
2011,CHV,David Junior,Lopes,D,"$45,000 ","$45,000 "
2011,CHV,Marcos,Mondaini,F,"$45,000 ","$45,000 "
2011,DAL,Andrew,Jacobson,M,"$45,000 ","$45,000 "
2011,DC,Brandon,McDonald,M,"$45,000 ","$45,000 "
2011,LA,Miguel,Lopez,M,"$45,000 ","$45,000 "
2011,SJ,Nana,Attakora-Gyan,D,"$45,000 ","$45,000 "
2011,VAN,Greg,Janicki,D,"$45,000 ","$45,000 "
2011,KC,Daneil,Cyrus,D,"$44,992 ","$42,000 "
2011,POR,Bright,Dike,F,"$44,938 ","$42,000 "
2011,DAL,Moises,Hernandez,D,"$44,500 ","$42,000 "
2011,DAL,Victor,Ulloa,M,"$44,500 ","$42,000 "
2011,SEA,Terry,Boss,GK,"$44,500 ","$42,000 "
2011,SEA,Sammy,Ochoa,F,"$44,500 ","$42,000 "
2011,SEA,Zach,Scott,D,"$44,109 ","$44,109 "
2011,CHI,Kwame,Watson-Siriboe,D,"$44,000 ","$44,000 "
2011,CHV,Ben,Zemanski,M,"$44,000 ","$44,000 "
2011,COL,Ross,LaBauex,M,"$44,000 ","$44,000 "
2011,PHI,Kyle,Nakazawa,M,"$44,000 ","$44,000 "
2011,POR,Jake,Gleeson,GK,"$44,000 ","$42,000 "
2011,SEA,Roger,Levesque,F,"$44,000 ","$44,000 "
2011,VAN,Shea,Salinas,M,"$44,000 ","$44,000 "
2011,DC,Brandon,Barklage,M,"$43,567 ","$42,000 "
2011,TFC,Doneil,Henry,D,"$43,000 ","$42,000 "
2011,TFC,Nicholas,Lindsay,F,"$43,000 ","$42,000 "
2011,CHI,Michael,Videira,M,"$42,625 ","$42,000 "
2011,RSL,Nelson,Gonzalez,M-F,"$42,008 ","$42,008 "
2011,CHI,Michael,Banner,D,"$42,000 ","$42,000 "
2011,CHI,Steven,Kinney,D,"$42,000 ","$42,000 "
2011,CHV,Chukwudi,Chijindu,M,"$42,000 ","$42,000 "
2011,CLB,Bernardo,Anor,M,"$42,000 ","$42,000 "
2011,CLB,Kevin,Burns,M,"$42,000 ","$42,000 "
2011,CLB,Shaun,Francis,D,"$42,000 ","$42,000 "
2011,CLB,Cole,Grossman,M,"$42,000 ","$42,000 "
2011,CLB,Tommy,Heinemann,F,"$42,000 ","$42,000 "
2011,CLB,Josh,Williams,D,"$42,000 ","$42,000 "
2011,COL,Quincy,Amarikwa,F,"$42,000 ","$42,000 "
2011,COL,Steward,Ceus,GK,"$42,000 ","$42,000 "
2011,COL,Miguel,Comminges,D,"$42,000 ","$42,000 "
2011,COL,Joseph,Nane,M,"$42,000 ","$42,000 "
2011,COL,Sanna,Nyassi,M,"$42,000 ","$42,000 "
2011,DAL,Fabian,Castillo,F,"$42,000 ","$42,000 "
2011,DAL,Edson,Edward,D,"$42,000 ","$42,000 "
2011,DAL,George,John,D,"$42,000 ","$42,000 "
2011,DAL,Jack,Stewart,D,"$42,000 ","$42,000 "
2011,DAL,Jonathan,Top,F,"$42,000 ","$42,000 "
2011,DC,Blake,Brettschneider,F,"$42,000 ","$42,000 "
2011,DC,Chris,Korb,D,"$42,000 ","$42,000 "
2011,DC,Joe,Willis,GK,"$42,000 ","$42,000 "
2011,HOU,Tyler,Deric,GK,"$42,000 ","$42,000 "
2011,KC,Olukorede,Aiyegbusi,D,"$42,000 ","$42,000 "
2011,KC,Joseph,Peterson,M,"$42,000 ","$42,000 "
2011,KC,Charles,Sapong,F,"$42,000 ","$42,000 "
2011,KC,Graham,Zusi,F-M,"$42,000 ","$42,000 "
2011,LA,Adam,Cristman,F,"$42,000 ","$42,000 "
2011,LA,Bryan,Jordan,F,"$42,000 ","$42,000 "
2011,NE,Zak,Boggs,F-M,"$42,000 ","$42,000 "
2011,NE,Ryan,Guy,F,"$42,000 ","$42,000 "
2011,NE,Otto,Loewy,D,"$42,000 ","$42,000 "
2011,NE,Tim,Murray,GK,"$42,000 ","$42,000 "
2011,NE,Robert,Shuttleworth,GK,"$42,000 ","$42,000 "
2011,NYRB,Giorgi,Chirgadze,F,"$42,000 ","$42,000 "
2011,NYRB,Mychel,Jones,D,"$42,000 ","$42,000 "
2011,NYRB,Stephen,Keel,D,"$42,000 ","$42,000 "
2011,PHI,Gabriel,Farfan,M,"$42,000 ","$42,000 "
2011,PHI,Joe,Tait,D,"$42,000 ","$42,000 "
2011,PHI,Sheanon,Williams,F,"$42,000 ","$42,000 "
2011,POR,David,Horst,D,"$42,000 ","$42,000 "
2011,POR,Steve,Purdy,D,"$42,000 ","$42,000 "
2011,RSL,Jean,Alexandre,M,"$42,000 ","$42,000 "
2011,RSL,Paulo,Araujo Jr.,F,"$42,000 ","$42,000 "
2011,RSL,Rauwshan,McKenzie,D,"$42,000 ","$42,000 "
2011,RSL,Tim,Melia,GK,"$42,000 ","$42,000 "
2011,SEA,Servando,Carrasco,M,"$42,000 ","$42,000 "
2011,SEA,Michael,Fucito,MF,"$42,000 ","$42,000 "
2011,SEA,Mauro,Rosales,M,"$42,000 ","$42,000 "
2011,SEA,Michael,Seamon,M,"$42,000 ","$42,000 "
2011,SJ,Steven,Beitashour,D,"$42,000 ","$42,000 "
2011,SJ,Bobby,Burling,D,"$42,000 ","$42,000 "
2011,SJ,Justin,Morrow,D,"$42,000 ","$42,000 "
2011,SJ,Brad,Ring,M,"$42,000 ","$42,000 "
2011,TFC,Danleigh,Borman,M,"$42,000 ","$42,000 "
2011,TFC,Matt,Gold,M,"$42,000 ","$42,000 "
2011,TFC,Milos,Kocic,GK,"$42,000 ","$42,000 "
2011,TFC,Demitrius,Omphroy,D,"$42,000 ","$42,000 "
2011,TFC,Joao,Plata,F,"$42,000 ","$42,000 "
2011,VAN,Michael,Boxall,D,"$42,000 ","$42,000 "
2011,VAN,Jeb,Brovsky,M,"$42,000 ","$42,000 "
2011,VAN,Jonathan,Leathers,D,"$42,000 ","$42,000 "
2011,VAN,Blake,Wagner,D,"$42,000 ","$42,000 "
2011,HOU,Josue,Soto,M,"$38,225 ","$32,600 "
2011,NYRB,Matt,Kassel,M,"$36,600 ","$32,600 "
2011,CLB,Korey,Veeder,D,"$34,475 ","$32,600 "
2011,DAL,Richard,Sanchez,GK,"$33,600 ","$32,600 "
2011,NYRB,Sacir,Hot,D,"$33,600 ","$32,600 "
2011,KC,Kevin,Ellis,D,"$33,354 ","$32,604 "
2011,CHI,Pari,Pantazopoulos,D,"$32,604 ","$32,604 "
2011,CHV,Chris,Cortez,F,"$32,604 ","$32,604 "
2011,CHV,Gerson,Mayen,M,"$32,604 ","$32,604 "
2011,COL,Eddie,Ababio,D,"$32,604 ","$32,604 "
2011,COL,Danny,Earls,D,"$32,604 ","$32,604 "
2011,COL,Steven,Emory,M,"$32,604 ","$32,604 "
2011,COL,Mike,Holody,D,"$32,604 ","$32,604 "
2011,COL,Joshua,Janniere,M,"$32,604 ","$32,604 "
2011,KC,Scott,Lorenz,D,"$32,604 ","$32,604 "
2011,KC,Soony,Saad,F,"$32,604 ","$32,604 "
2011,KC,Seth,Sinovic,M-D,"$32,604 ","$32,604 "
2011,KC,Konrad,Warzycha,M,"$32,604 ","$32,604 "
2011,LA,Sean,Alvarado,D,"$32,604 ","$32,604 "
2011,LA,Hector,Jimenez,M,"$32,604 ","$32,604 "
2011,LA,Dustin,McCarty,M,"$32,604 ","$32,604 "
2011,LA,Ryan,Thomas,D,"$32,604 ","$32,604 "
2011,NE,Ryan,Kinne,F,"$32,604 ","$32,604 "
2011,NE,Alan,Koger,F,"$32,604 ","$32,604 "
2011,NE,Andrew,Sousa,M,"$32,604 ","$32,604 "
2011,NYRB,Alex,Horwath,GK,"$32,604 ","$32,604 "
2011,NYRB,Tyler,Lassiter,D,"$32,604 ","$32,604 "
2011,NYRB,Teddy David,Schneider,D,"$32,604 ","$32,604 "
2011,PHI,Levi,Houapeu,F,"$32,604 ","$32,604 "
2011,PHI,Ryan,Richter,F,"$32,604 ","$32,604 "
2011,POR,Rodrigo,Lopez,M,"$32,604 ","$32,604 "
2011,POR,Spencer,Thompson,F,"$32,604 ","$32,604 "
2011,RSL,Christopher,Agorsor,F,"$32,604 ","$32,604 "
2011,SEA,David,Estrada,F,"$32,604 ","$32,604 "
2011,SEA,Joshua,Ford,GK,"$32,604 ","$32,604 "
2011,SEA,Miguel,Montano,F,"$32,604 ","$32,604 "
2011,SEA,Lamar,Neagle,M,"$32,604 ","$32,604 "
2011,SEA,Amadou,Sanyang,M,"$32,604 ","$32,604 "
2011,SJ,Matt,Luzunaris,F,"$32,604 ","$32,604 "
2011,TFC,Oscar,Cordon,M,"$32,604 ","$32,604 "
2011,TFC,Keith,Makubuya,F,"$32,604 ","$32,604 "
2011,TFC,Ashtone,Morgan,D,"$32,604 ","$32,604 "
2011,TFC,Matthew,Stinson,M,"$32,604 ","$32,604 "
2011,CHI,Orr,Barouch,F,"$32,600 ","$32,600 "
2011,CHI,Alec,Dufty,GK,"$32,600 ","$32,600 "
2011,CLB,Eric,Gehrig,M,"$32,600 ","$32,600 "
2011,CLB,Santiago,Prim,M,"$32,600 ","$32,600 "
2011,CLB,Alex,Riggs,GK,"$32,600 ","$32,600 "
2011,CLB,Ben,Sippola,M-D,"$32,600 ","$32,600 "
2011,HOU,Evan,Newton,GK,"$32,600 ","$32,600 "
2011,POR,Frederick,Braun,M,"$32,600 ","$32,600 "
2011,POR,Christopher,Taylor,D,"$32,600 ","$32,600 "
2011,RSL,Chris,Schuler,D,"$32,600 ","$32,600 "
2011,SJ,,Ampaipitakwong Anthony,M,"$32,600 ","$32,600 "
2011,SJ,Rafael,Baca,M,"$32,600 ","$32,600 "
2011,SJ,Ellis,McLoughlin,F,"$32,600 ","$32,600 "
2011,VAN,Philippe,Davies,M,"$32,600 ","$32,600 "
2011,VAN,Bilal,Duckett,D,"$32,600 ","$32,600 "
2011,VAN,Brian,Sylvestre,GK,"$32,600 ","$32,600 "
2011,VAN,Long,Tan,F,"$32,600 ","$32,600 "
2010,LA,David,Beckham,M,"$6,500,000 ","$5,500,000 "
2010,NYRB,Thierry,Henry,F,"$5,600,000 ","$5,000,000 "
2010,NYRB,Rafael,Marquez,D,"$5,544,000 ","$5,544,000 "
2010,LA,Landon,Donovan,F,"$2,127,778 ","$2,050,000 "
2010,NYRB,Juan Pablo,Angel,F,"$1,918,000 ","$1,620,000 "
2010,CHI,Nery,Castillo,M-F,"$1,788,061 ","$1,400,004 "
2010,TFC,Julian,de Guzman,M,"$1,717,546 ","$1,670,796 "
2010,CHI,Fredrik,Ljungberg,M,"$1,314,000 ","$1,300,000 "
2010,TFC,"Miguel ""Mista""",Martinez,F,"$987,338 ","$968,736 "
2010,DC,Branko,Boskovic,M,"$516,200 ","$380,000 "
2010,SEA,Blaise,Nkufo,F,"$480,000 ","$480,000 "
2010,NE,Shalrie,Joseph,M,"$475,000 ","$450,000 "
2010,NE,Taylor,Twellman,F,"$459,500 ","$434,500 "
2010,TFC,Dwayne,DeRosario,M,"$443,750 ","$375,000 "
2010,CHI,Brian,McBride,F,"$403,333 ","$378,000 "
2010,COL,Conor,Casey,F,"$350,000 ","$350,000 "
2010,HOU,Brian,Ching,F,"$350,000 ","$350,000 "
2010,CLB,Chad,Marshall,D,"$320,000 ","$250,000 "
2010,NYRB,Carl,Robinson,M,"$315,000 ","$300,000 "
2010,SJ,Bobby,Convey,M,"$307,500 ","$285,000 "
2010,COL,Pablo,Mastroeni,M-D,"$300,500 ","$255,000 "
2010,DAL,David,Ferreira,M-F,"$300,000 ","$300,000 "
2010,SEA,Alvaro,Fernandez,M,"$300,000 ","$300,000 "
2010,SEA,Kasey,Keller,GK,"$300,000 ","$300,000 "
2010,PHI,Fred,Carreiro,M-F,"$282,000 ","$250,000 "
2010,NYRB,Ibrahim,Salou,F,"$264,000 ","$264,000 "
2010,HOU,Brad,Davis,M,"$258,063 ","$215,000 "
2010,RSL,Javier,Morales,M,"$252,500 ","$200,000 "
2010,PHI,Daniel,Califf,D,"$250,000 ","$250,000 "
2010,RSL,Kyle,Beckerman,M,"$250,000 ","$250,000 "
2010,DC,Pablo,Hernandez,F,"$249,091 ","$240,000 "
2010,KC,Jimmy,Conrad,D,"$244,000 ","$232,750 "
2010,CLB,Guillermo,Barros Schelotto,M-F,"$241,250 ","$140,000 "
2010,CLB,Andres,Mendoza,F,"$240,833 ","$216,000 "
2010,NE,Edgaras,Jankauskas,F,"$240,000 ","$240,000 "
2010,RSL,Jamison,Olave,D,"$240,000 ","$225,000 "
2010,DAL,Jeffrey,Cunningham,F,"$230,125 ","$220,000 "
2010,KC,Davy,Arnaud,M,"$228,750 ","$220,000 "
2010,NE,Ilija,Stolica,F,"$221,500 ","$216,000 "
2010,KC,Josh,Wolff,F,"$220,004 ","$220,004 "
2010,CHV,Rodolfo,Espinoza,M,"$218,500 ","$216,000 "
2010,DC,Danny,Allsopp,F,"$217,500 ","$180,000 "
2010,CLB,Dilaver,Duka,M,"$213,000 ","$80,000 "
2010,TFC,Chad,Barrett,F,"$212,500 ","$205,000 "
2010,DAL,Heath,Pearce,D,"$207,500 ","$198,000 "
2010,PHI,Danny,Mwanga,F,"$206,250 ","$100,000 "
2010,DC,Troy,Perkins,GK,"$205,000 ","$200,000 "
2010,CHV,Giancarlo,Maldonado,F,"$204,000 ","$204,000 "
2010,SJ,Joe,Cannon,GK,"$200,256 ","$190,000 "
2010,CHI,Wilman,Conde,D,"$200,000 ","$180,000 "
2010,PHI,Michael,Orozco,D,"$200,000 ","$150,000 "
2010,LA,Gregg,Berhalter,D,"$198,750 ","$180,000 "
2010,TFC,Nick,Garcia,D,"$198,750 ","$190,000 "
2010,CHV,Paulo,Nagamura,M,"$197,500 ","$192,000 "
2010,SJ,Arturo,Alvarez,M-F,"$192,676 ","$183,338 "
2010,CLB,Eddie,Gaven,M-F,"$190,575 ","$190,575 "
2010,CLB,Gino,Padula,D,"$190,000 ","$165,000 "
2010,HOU,Robert,Boswell,D,"$190,000 ","$190,000 "
2010,NE,Marko,Perovic,M,"$190,000 ","$180,000 "
2010,HOU,Brian,Mullan,M,"$189,813 ","$180,500 "
2010,CHI,John,Thorrington,M,"$189,500 ","$177,000 "
2010,LA,Edson,Buddle,F,"$188,448 ","$178,448 "
2010,DC,Jaime,Moreno,F,"$185,000 ","$160,000 "
2010,PHI,Eduardo,Coudet,M,"$185,000 ","$180,000 "
2010,PHI,Juan Diego,Gonzalez,D,"$184,463 ","$180,000 "
2010,COL,Jamie,Smith,M,"$182,800 ","$172,800 "
2010,KC,Kei,Kamara,F,"$182,500 ","$180,000 "
2010,NE,Matt,Reis,GK,"$182,011 ","$182,011 "
2010,TFC,O'Brian,White,F,"$182,000 ","$105,000 "
2010,CHI,Collins,John,F,"$181,875 ","$160,000 "
2010,COL,Julien,Baudet,D,"$181,750 ","$168,000 "
2010,RSL,Luis,Gil,M,"$180,583 ","$85,500 "
2010,SEA,Fredy,Montero,F,"$180,000 ","$180,000 "
2010,NYRB,Tony,Tchani,M,"$179,000 ","$75,000 "
2010,DAL,Dario,Sala,GK,"$178,125 ","$160,000 "
2010,SEA,Steve,Zakuani,F,"$178,000 ","$80,000 "
2010,CLB,Emmanuel,Ekpo,M,"$177,250 ","$155,000 "
2010,HOU,Patrick,Onstad,GK,"$172,333 ","$164,000 "
2010,COL,Marvell,Wynne,D,"$171,750 ","$66,500 "
2010,DC,Clyde,Simms,M,"$171,000 ","$165,000 "
2010,PHI,Justin,Mapp,M,"$170,333 ","$162,000 "
2010,SEA,Tyrone,Marshall,D,"$169,125 ","$165,375 "
2010,CHI,Logan,Pause,M,"$168,125 ","$160,000 "
2010,KC,Zoltan,Hercegfalvi,F,"$168,000 ","$168,000 "
2010,SJ,Khari,Stephenson,M,"$167,333 ","$151,500 "
2010,DC,Dejan,Jakovic,D,"$167,103 ","$147,600 "
2010,SJ,Ike,Opara,D,"$165,900 ","$80,000 "
2010,DAL,Dax,McCarty,M,"$165,000 ","$145,000 "
2010,KC,Teal,Bunbury,F,"$163,000 ","$65,000 "
2010,COL,Drew,Moor,D,"$162,389 ","$145,200 "
2010,SJ,Ramiro,Corrales,M,"$160,625 ","$150,000 "
2010,CHI,Patrick,Nyarko,F,"$160,000 ","$80,000 "
2010,LA,Donovan,Ricketts,GK,"$160,000 ","$160,000 "
2010,KC,Shavar,Thomas,D,"$159,375 ","$145,000 "
2010,PHI,Alejandro,Moreno,F,"$158,125 ","$145,000 "
2010,PHI,Amobi,Okugo,M,"$158,000 ","$75,000 "
2010,LA,Omar,Gonzalez,D,"$157,000 ","$80,000 "
2010,SEA,Nate,Jaqua,F,"$157,000 ","$150,000 "
2010,NYRB,Bouna,Coundoul,GK,"$156,250 ","$155,000 "
2010,NYRB,Brian,Nielsen,M,"$156,000 ","$156,000 "
2010,KC,Jack,Jewsbury,D,"$154,125 ","$145,000 "
2010,CHV,Zach,Thornton,GK,"$152,500 ","$145,000 "
2010,COL,Jeff,Larentowicz,D,"$150,000 ","$150,000 "
2010,DAL,Ugo,Ihemelu,D,"$150,000 ","$150,000 "
2010,KC,Stephane,Auvray,M,"$148,125 ","$140,000 "
2010,PHI,Stefani,Miglioranzi,M,"$148,125 ","$125,000 "
2010,RSL,Nat,Borchers,D,"$147,500 ","$140,000 "
2010,NYRB,Dane,Richards,M-F,"$146,500 ","$135,000 "
2010,LA,Chris,Birchall,M,"$145,125 ","$132,000 "
2010,HOU,Eddie,Robinson,D,"$145,000 ","$135,000 "
2010,SJ,Scott,Sealy,F,"$145,000 ","$138,000 "
2010,CLB,Brian,Carroll,M,"$144,319 ","$140,569 "
2010,CHV,Michael,Umana,D,"$144,313 ","$132,000 "
2010,LA,Dema,Kovalenko,M,"$144,119 ","$136,500 "
2010,TFC,Jacob,Peterson,F,"$143,000 ","$125,000 "
2010,KC,Chance,Myers,D-M,"$142,000 ","$70,000 "
2010,KC,Jimmy,Nielsen,GK,"$141,667 ","$100,000 "
2010,COL,Matt,Pickens,GK,"$137,500 ","$135,000 "
2010,CHI,Corben,Bone,M,"$136,200 ","$75,000 "
2010,CLB,William,Hesmer,GK,"$136,000 ","$125,000 "
2010,PHI,Chris,Seitz,GK,"$135,500 ","$100,000 "
2010,TFC,Stefan,Frei,GK,"$135,000 ","$80,000 "
2010,CHV,Marcelo,Saragosa,D-M,"$134,286 ","$130,000 "
2010,NE,Nico,Colaluca,M,"$133,000 ","$100,000 "
2010,TFC,Fuad,Ibrahim,F,"$133,000 ","$100,000 "
2010,RSL,Nick,Rimando,GK,"$131,000 ","$120,000 "
2010,KC,Ryan,Smith,M-F,"$129,375 ","$125,000 "
2010,NE,Cory,Gibbs,D,"$128,143 ","$121,000 "
2010,RSL,Alvaro,Saborio,F,"$128,125 ","$120,000 "
2010,CLB,Frankie,Hejduk,M,"$127,500 ","$120,000 "
2010,LA,Todd,Dunivant,D,"$126,750 ","$120,000 "
2010,HOU,Richard,Mulrooney,M,"$125,000 ","$120,000 "
2010,RSL,Chris,Wingert,D,"$125,000 ","$125,000 "
2010,SJ,Jason,Hernandez,D,"$125,000 ","$125,000 "
2010,SJ,Ryan,Johnson,M,"$125,000 ","$125,000 "
2010,DAL,Peri,Marosevic,F,"$124,000 ","$75,000 "
2010,DC,Rodney,Wallace,M-D,"$124,000 ","$75,000 "
2010,NE,Kevin,Alston,D,"$124,000 ","$75,000 "
2010,NYRB,Jeremy,Hall,M,"$124,000 ","$75,000 "
2010,NYRB,Seth,Stammler,M,"$123,900 ","$123,900 "
2010,SEA,Brad,Evans,F,"$123,750 ","$110,000 "
2010,HOU,Andrew,Hainault,D,"$123,125 ","$110,000 "
2010,CLB,Danny,O'Rourke,D,"$122,500 ","$110,000 "
2010,PHI,Sebastian,Le Toux,M,"$122,000 ","$110,000 "
2010,SEA,John Kennedy,Hurtado,D,"$121,000 ","$120,000 "
2010,TFC,Raivis,Hscanovics,D,"$120,250 ","$114,000 "
2010,COL,Claudio,Lopez,F,"$120,000 ","$120,000 "
2010,RSL,Robbie,Russell,D-M,"$119,751 ","$114,000 "
2010,HOU,Danny,Cruz,M,"$118,000 ","$75,000 "
2010,CHI,Baggio,Husidic,M,"$117,000 ","$75,000 "
2010,SEA,Peter,Vagenas,M,"$117,000 ","$117,000 "
2010,PHI,Jack,McInerney,F,"$116,417 ","$52,250 "
2010,CLB,Robbie,Rogers,M-F,"$115,000 ","$115,000 "
2010,NYRB,Joel,Lindpere,M,"$115,000 ","$80,000 "
2010,DAL,Milton,Rodriguez,F,"$114,000 ","$84,000 "
2010,CHV,Ante,Jazic,D,"$113,500 ","$105,000 "
2010,NYRB,Macoumba,Kandji,F,"$112,988 ","$85,000 "
2010,HOU,Anthony,Obodai,M,"$112,667 ","$96,000 "
2010,DAL,Daniel,Hernandez,M-D,"$112,500 ","$100,000 "
2010,RSL,Anthony,Beltran,D,"$110,500 ","$75,000 "
2010,PHI,Toni,Stahl,M,"$110,300 ","$40,000 "
2010,KC,Sunil,Chhetri,F,"$110,008 ","$100,008 "
2010,CLB,Emilio,Renteria,F,"$109,875 ","$108,000 "
2010,TFC,Zachary,Herold,D,"$109,167 ","$60,000 "
2010,COL,Ciaran,O'Brien,M,"$108,750 ","$75,000 "
2010,KC,Roger,Espinoza,M,"$108,750 ","$75,000 "
2010,CHI,Marco,Pappa,M,"$108,000 ","$108,000 "
2010,DAL,Eric,Avila,M,"$108,000 ","$75,000 "
2010,DAL,Josh,Lambo,GK,"$108,000 ","$75,000 "
2010,DAL,Brek,Shea,M-D,"$108,000 ","$75,000 "
2010,DAL,Andrew,Wiedeman,F,"$108,000 ","$65,000 "
2010,RSL,Alex,Nimo,F-M,"$108,000 ","$75,000 "
2010,DC,Santino,Quaranta,M-F,"$107,500 ","$105,000 "
2010,LA,Israel,Sesay,F,"$107,083 ","$75,000 "
2010,SJ,Sam,Cronin,M,"$105,500 ","$57,500 "
2010,DAL,Bruno,Guarda,M,"$105,000 ","$75,000 "
2010,RSL,Ned,Grabavoy,M,"$105,000 ","$105,000 "
2010,TFC,Maxim,Usanov,D,"$102,250 ","$96,000 "
2010,KC,Craig,Rocastle,M,"$102,063 ","$96,000 "
2010,LA,Tristan,Bowen,F,"$101,364 ","$70,000 "
2010,LA,Chris,Klein,M,"$101,000 ","$96,000 "
2010,SJ,Chris,Leitch,D,"$101,000 ","$101,000 "
2010,CHI,C.J.,Brown,D,"$100,560 ","$95,760 "
2010,CHI,Krzystof,Krol,D,"$100,000 ","$100,000 "
2010,CHV,Jonathan,Bornstein,D,"$100,000 ","$100,000 "
2010,CHV,Eduardo,Lillingston,F,"$100,000 ","$100,000 "
2010,DC,Chris,Pontius,M-F,"$100,000 ","$100,000 "
2010,HOU,Ryan,Cochrane,D,"$100,000 ","$100,000 "
2010,SEA,Jeff,Parke,D,"$100,000 ","$100,000 "
2010,DC,Carey,Talley,D,"$99,996 ","$99,996 "
2010,NYRB,Roy,Miller,M,"$99,996 ","$99,996 "
2010,SJ,Cornell,Glen,F,"$99,875 ","$85,000 "
2010,LA,Eddie,Lewis,M,"$99,333 ","$96,000 "
2010,PHI,Roger,Torres,M,"$99,125 ","$96,000 "
2010,KC,Michael,Harrington,M-D,"$97,266 ","$78,516 "
