Season,Club,First Name,Last Name,Position,Total Compensation,Base Salary
2019,ATL,Mohammed Mo,Adams,M,134999.96,99999.96
2019,ATL,Mikey,Ambrose,D,72351.6,72351.6
2019,ATL,Ezequiel,Barco,M-F,1425000,1425000
2019,ATL,George,Bello,D,79000,75000
2019,ATL,Andrew,Carleton,M-F,97399.96,84999.96
2019,ATL,Franco,Escobar,D,300000,300000
2019,ATL,Jon,Gallagher,M-F,70250.04,70250.04
2019,ATL,Leandro,Gonzalez Pirez,D,810008,775008
2019,ATL,Chris,Goslin,M-F,90000,90000
2019,ATL,Julian,Gressel,M,132999.96,114249.96
2019,ATL,Brad,Guzan,GK,740004,680004
2019,ATL,Jose Rafael,Hernandez,D,140004,140004
2019,ATL,Emerson,Hyndman,M,360000,360000
2019,ATL,Alec,Kann,GK,100008,100008
2019,ATL,Kevin,Kratz,M,222750,210000
2019,ATL,Lagos,Kunga,M-F,73250.04,70250.04
2019,ATL,Jeff,Larentowicz,D-M,210000,210000
2019,ATL,Josef,Martinez,F,3058333.33,3000000
2019,ATL,Pity,Martinez,M-F,900000,900000
2019,ATL,Justin,Meram,M-F,678754,650004
2019,ATL,Brendan,Moore,GK,70250.04,70250.04
2019,ATL,Darlington,Nagbe,M,665499.96,665499.96
2019,ATL,Luiz Fernando,Nascimento,F,56250,56250
2019,ATL,Patrick,Okonkwo,F,67256,56256
2019,ATL,Michael,Parkhurst,D,300000,300000
2019,ATL,Dion,Pereira,M-F,56250,56250
2019,ATL,Florentin,Pogba,D,324000,300000
2019,ATL,Eric,Remedi,D-M,300000,300000
2019,ATL,Miles,Robinson,D,201250.08,145000.08
2019,ATL,Brek,Shea,D-M,225000,225000
2019,ATL,Brandon,Vazquez,F,166000,150000
2019,ATL,Hector,Villalba,M-F,830249.96,722499.96
2019,CHI,Micheal,Azira,D-M,146625.04,140000.04
2019,CHI,Jonathan,Bornstein,D-M,263200,240000
2019,CHI,Brandt,Bronico,M,90624.96,84999.96
2019,CHI,Francisco,Calvo,D,672600,600000
2019,CHI,Diego,Campos,D,72825.04,70250.04
2019,CHI,Stefan,Cleveland,GK,70250.04,70250.04
2019,CHI,Elliot,Collier,M-F,57225,57225
2019,CHI,Raheem,Edwards,M,70250.04,70250.04
2019,CHI,Marcelo,Ferreira,D,797499.96,774999.96
2019,CHI,Przemyslaw,Frankowski,M-F,661687.5,450000
2019,CHI,Nicolas,Gaitan,M-F,2197504,1400004
2019,CHI,Jeremiah,Gutjahr,M,56250,56250
2019,CHI,Fabian,Herbers,M-F,135000,135000
2019,CHI,Johan,Kappelhof,D,577833.29,549999.96
2019,CHI,Aleksandar,Katai,M-F,1380333.33,1260000
2019,CHI,Kenneth,Kronholm,GK,150996,87996
2019,CHI,Grant,Lillard,D,97500.04,95000.04
2019,CHI,Cristian,Martinez,M,88406.71,80000.04
2019,CHI,Dax,McCarty,M,700000.08,700000.08
2019,CHI,Djordje,Mihailovic,M-F,114600,111000
2019,CHI,Amando,Moreno,M-F,72750.04,70250.04
2019,CHI,Nemanja,Nikolic,F,1913333.37,1700000.04
2019,CHI,David,Ousted,GK,361136.43,268181.88
2019,CHI,Andre,Reynolds,D,64250,56250
2019,CHI,Richard,Sanchez,GK,152500,150000
2019,CHI,CJ,Sapong,F,475000.08,475000.08
2019,CHI,Bastian,Schweinsteiger,M,5600000.04,5600000.04
2019,CHI,Gabriel,Slonina,GK,74800,60000
2019,COL,Lalas,Abubakar,D,144937.5,135000
2019,COL,Kellyn,Acosta,D-M,664999.96,549999.96
2019,COL,Sebastian,Anderson,D,80916.67,56250
2019,COL,Cole,Bassett,M,84000,75000
2019,COL,Johan,Blomberg,M,250962,250962
2019,COL,Kortne,Ford,D,92496,92496
2019,COL,Tim,Howard,GK,2475000.04,2000000.04
2019,COL,Matt,Hundley,M-F,99000.04,65000.04
2019,COL,Clint,Irwin,GK,138707.24,126000
2019,COL,Niki,Jackson,F,57225,57225
2019,COL,Kei,Kamara,F,750000,750000
2019,COL,Jonathan,Lewis,M-F,137500.08,100000.08
2019,COL,Nicolas,Mezquida,F,320000.04,320000.04
2019,COL,Sam,Nicholson,M-F,342073,300000
2019,COL,Kofi,Opare,D,70250.04,70250.04
2019,COL,Jack,Price,M,437499.96,429999.96
2019,COL,Sam,Raben,D,70250.04,70250.04
2019,COL,Andre,Rawls,GK,72360.84,72360.84
2019,COL,Keegan,Rosenberry,D,164944.96,151194.96
2019,COL,Diego,Rubio Kostner,F,353749.96,324999.96
2019,COL,Abdul,Rwatubyaye,D,62625,56250
2019,COL,Dillon,Serna,M-F,120000,120000
2019,COL,Andre,Shinyashiki,F,94999.96,84999.96
2019,COL,Axel,Sjoberg,D,179996,174996
2019,COL,Tommy,Smith,D,640000,600000
2019,COL,Sam,Vines,D,81250.04,80000.04
2019,COL,Danny,Wilson,D,540000.04,500000.04
2019,COL,Deklan,Wynne,D,74250,74250
2019,CLB,David,Accam,M-F,1137920,1010004
2019,CLB,Harrison,Afful,D,363799.96,288099.96
2019,CLB,Luis,Argudo,M-F,57225,57225
2019,CLB,,Artur,D-M,411633.33,360000
2019,CLB,Chris,Cadden,M,56250,56250
2019,CLB,Ricardo,Clark,M,159999.96,159999.96
2019,CLB,Alex,Crognale,D,104504.4,104504.4
2019,CLB,Luis,Diaz,M,333900,300000
2019,CLB,Waylon,Francis,D,199166.75,160000.08
2019,CLB,David,Guzman,D-M,340000.04,320000.04
2019,CLB,Jordan,Hamilton,F,137658.67,124992
2019,CLB,Federico,Higuain,M-F,1100000.04,1100000.04
2019,CLB,Hector,Jimenez,D-M,200000.04,200000.04
2019,CLB,Aboubacar,Keita,D,110000,90000
2019,CLB,Jonathan,Kempin,GK,71664,71664
2019,CLB,Ben,Lundgaard,GK,57225,57225
2019,CLB,Connor,Maloney,D,70250.04,70250.04
2019,CLB,Jonathan,Mensah,D,894004,800004
2019,CLB,Youness,Mokhtar,M-F,533845,459996
2019,CLB,Edward,Opoku,F,105999.96,84999.96
2019,CLB,Eloy,Room,GK,354694.33,300000
2019,CLB,Pedro,Santos,M-F,864560,817560
2019,CLB,Eduardo,Sosa,M-F,120199.96,99999.96
2019,CLB,Wil,Trapp,M,593746,549996
2019,CLB,Milton,Valenzuela,D,321300.04,290000.04
2019,CLB,Romario,Williams,F,78650.04,78650.04
2019,CLB,Josh,Williams,D,215000.04,215000.04
2019,CLB,JJ,Williams,F,149750.04,95000.04
2019,CLB,Gyasi,Zardes,F,1471666.64,1421666.64
2019,DC,Luciano,Acosta,M-F,702000,600000
2019,DC,Quincy,Amarikwa,F,70250.04,70250.04
2019,DC,Paul,Arriola,M,707000,675000
2019,DC,Steven,Birnbaum,D,550000,525000
2019,DC,Emmanuel,Boateng,M,185000.04,185000.04
2019,DC,Frederic,Brillant,D,299999.96,264999.96
2019,DC,Antonio,Bustamante,D-M,74484.83,70250.04
2019,DC,Russell,Canouse,M,247500,247500
2019,DC,Chris,Durkin,D-M,104375.04,95000.04
2019,DC,Earl,Edwards,GK,73583.37,70250.04
2019,DC,Oniel,Fisher,D,74916.71,70250.04
2019,DC,Bill,Hamid,GK,487495,461820
2019,DC,Leonardo,Jara,D,560000.04,500000.04
2019,DC,Ola,Kamara,M-F,260000,240000
2019,DC,Felipe,Martins,M,500000.04,500000.04
2019,DC,Joseph,Mora,D,164250,150000
2019,DC,Junior,Moreno,D-M,159500.04,140000.04
2019,DC,Chris,Odoi-Atsem,D,56250,56250
2019,DC,Marcos,Pedroso,D,375000,375000
2019,DC,Donovan,Pines,D,102000,90000
2019,DC,Jalen,Robinson,D,80004,80004
2019,DC,Lucas,Rodriguez,M-F,298549.86,261999.96
2019,DC,Wayne,Rooney,F,3507500.04,3500000.04
2019,DC,Ulises,Segura,M-F,184249.92,169999.92
2019,DC,Chris,Seitz,GK,165000,165000
2019,DC,Gordon,Wild,F,129999.96,99999.96
2019,DC,Griffin,Yow,F,76368.37,70250.04
2019,CIN,Fanendo,Adi,F,1965008,1360008
2019,CIN,Fatai,Alashe,D-M,189999.96,189999.96
2019,CIN,Nazmi,Albadawi,M-F,70250.04,70250.04
2019,CIN,Frankie,Amaya,M-F,172000.04,110000.04
2019,CIN,Leonardo,Bertone,M,496666.67,450000
2019,CIN,Corben,Bone,M,70250.04,70250.04
2019,CIN,Allan,Cruz,M,333125,300000
2019,CIN,Rashawn,Dally,F,59658.75,56250
2019,CIN,Mathieu,Deplagne,D,254400,240000
2019,CIN,Derrick,Etienne,M-F,82062.56,77062.56
2019,CIN,Greg,Garza,D,270000,270000
2019,CIN,Logan,Gdula,D,59575,56250
2019,CIN,Andrew,Gutman,D,99999.96,99999.96
2019,CIN,Joe,Gyau,M,168640,148200
2019,CIN,Nick,Hagglund,D,147129.4,137504.4
2019,CIN,Jimmy,Hague,GK,56250,56250
2019,CIN,Justin,Hoyte,D,70250.04,70250.04
2019,CIN,Roland,Lamah,M-F,806250,750000
2019,CIN,Forrest,Lasso,D,77583.37,70250.04
2019,CIN,Emmanuel,Ledesma,M-F,280833.29,249999.96
2019,CIN,Ben,Lundt,GK,59658.75,56250
2019,CIN,Kekuta,Manneh,M-F,391666.67,375000
2019,CIN,Darren,Mattocks,F,519999.96,519999.96
2019,CIN,Tommy,McCabe,D-M,56250,56250
2019,CIN,Jimmy,McLaughlin,M,70250.04,70250.04
2019,CIN,Hassan,N'dam,D,70260,70260
2019,CIN,Alvas,Powell,D,251624.96,234999.96
2019,CIN,Spencer,Richey,GK,71666.88,71666.88
2019,CIN,Caleb,Stanko,D-M,390833.33,337500
2019,CIN,Przemyslaw,Tyton,GK,328438,231750
2019,CIN,Victor,Ulloa,D-M,212500,210000
2019,CIN,Maikel,Van Der Werff,D,635166.63,549999.96
2019,CIN,Kendall,Waston,D,776666.67,750000
2019,DAL,Bryan,Acosta,M,650000,600000
2019,DAL,Eric,Alexander,M,270000,270000
2019,DAL,Edwin,Anane-Gyasi,M-F,719225,570000
2019,DAL,Pablo,Aranguiz,M-F,466666.68,406666.68
2019,DAL,Francis,Atuahene,M-F,179000,135000
2019,DAL,Dominique,Badji,F,206250.04,200000.04
2019,DAL,Michael,Barrios,M-F,500000.04,500000.04
2019,DAL,,Bressan,D,521931.29,485300.04
2019,DAL,Reggie,Cannon,D,80250,80250
2019,DAL,Edwin,Cerrillo,D-M,100250.04,70250.04
2019,DAL,Cristian,Colman,F,585000.04,500000.04
2019,DAL,Jesus,Ferreira,F,70250.04,70250.04
2019,DAL,Jesse,Gonzalez,GK,231500,217500
2019,DAL,Jacori,Hayes,M,79162.56,71662.56
2019,DAL,Matt,Hedges,D,575008,550008
2019,DAL,Moises,Hernandez,D,90000,90000
2019,DAL,Ryan,Hollingshead,D-M,174999.96,174999.96
2019,DAL,Jimmy,Maurer,GK,127500.04,125000.04
2019,DAL,Callum,Montgomery,D,70250.04,70250.04
2019,DAL,Santiago,Mosquera,M-F,591400.04,500000.04
2019,DAL,John,Nelson,D,113000.04,80000.04
2019,DAL,Zdenek,Ondrasek,F,522250.08,400000.08
2019,DAL,Ricardo,Pepi,F,113000.04,80000.04
2019,DAL,Paxton,Pomykal,M,104999.96,99999.96
2019,DAL,Bryan,Reynolds,F,70250.04,70250.04
2019,DAL,Thomas,Roberts,M,137999.92,109999.92
2019,DAL,Dante,Sealy,F,108400.04,80000.04
2019,DAL,Brandon,Servania,M,211000.08,160000.08
2019,DAL,Ema,Twumasi,M-F,196900,150000
2019,DAL,Reto,Ziegler,D,870000.08,820000.08
2019,DAL,Kyle,Zobeck,GK,70875,70875
2019,HOU,DaMarcus,Beasley,D,275000.04,275000.04
2019,HOU,Eric,Bird,M,70875,70875
2019,HOU,Jose,Bizama,D,292427.18,243636
2019,HOU,Juan,Cabezas,D-M,292008,268008
2019,HOU,Darwin,Ceren,D-M,349375,300000
2019,HOU,AJ,DeLaGarza,D,253749.96,249999.96
2019,HOU,Tyler,Deric,GK,167499.96,159999.96
2019,HOU,Alberth,Elis,M-F,650340,650340
2019,HOU,Maynor,Figueroa,D,70250.04,70250.04
2019,HOU,Alejandro,Fuenmayor,D,172508,145008
2019,HOU,Oscar Boniek,Garcia,M,183000,168000
2019,HOU,Kevin,Garcia,D,72360.84,72360.84
2019,HOU,Marlon,Hairston,M-F,155004,155004
2019,HOU,Niko,Hansen,M-F,79162.56,71662.56
2019,HOU,Sam,Junqua,D,56250,56250
2019,HOU,Adam,Lundkvist,D,303749.92,274999.92
2019,HOU,Mauro,Manotas,F,1245049.96,1100049.96
2019,HOU,Tomas,Martinez,M-F,517929,335004
2019,HOU,Erik,McCue,D,76250,56250
2019,HOU,Thomas,McNamara,M-F,165000,165000
2019,HOU,Michael,Nelson,GK,57225,57225
2019,HOU,Ronaldo,Pena,F,249999.96,249999.96
2019,HOU,Romell,Quioto,M-F,556501.41,506668.08
2019,HOU,Christian,Ramirez,F,666250,600000
2019,HOU,Memo,Rodriguez,M,82750.04,70250.04
2019,HOU,Michael,Salazar,,70250.04,70250.04
2019,HOU,"Aljaz ""Kiki""",Struna,D,1210000.04,1100000.04
2019,HOU,Matias Gabriel,Vera,D-M,231250,225000
2019,HOU,Joe,Willis,GK,172833.33,165000
2019,LA,Romain,Alessandrini,M-F,1940004,1610004
2019,LA,Favio,Alvarez,M-F,586250,525000
2019,LA,Efrain,Alvarez,M-F,75605.8,70872
2019,LA,Uriel,Antuna,M-F,420000,420000
2019,LA,Julian,Araujo,D,86250.04,80000.04
2019,LA,Hugo,Arellano,D,90073.75,82500
2019,LA,David,Bingham,GK,375000,375000
2019,LA,Servando,Carrasco,M,70250.04,70250.04
2019,LA,Joe,Corona,M,578499.96,549999.96
2019,LA,Emil,Cuello,M-F,70250.04,70250.04
2019,LA,Jonathan,dos Santos,M,2000000.04,2000000.04
2019,LA,Rolf,Feltscher,D,242650.04,218000.04
2019,LA,Giancarlo,Gonzalez,D,719583.37,650000.04
2019,LA,Tomas,Hilliard-Arce,D,123124.96,99999.96
2019,LA,Zlatan,Ibrahimovic,F,7200000,7200000
2019,LA,Bradford,Jamieson,F,76403.28,76403.28
2019,LA,,Juninho,M,163125,150000
2019,LA,Perry,Kitchen,D-M,474166.67,450000
2019,LA,Matt,Lampson,GK,70250.04,70250.04
2019,LA,Sebastian,Lletget,M,312666.67,300000
2019,LA,Cristian,Pavon,F,1200000,1200000
2019,LA,Joao,Pedro,M,261000,240000
2019,LA,Diego,Polenta,D,777276,687276
2019,LA,Chris,Pontius,M-F,189999.96,189999.96
2019,LA,Dave,Romney,D,118950,102000
2019,LA,Jorgen,Skjelvik,D,1066666.63,999999.96
2019,LA,Daniel,Steres,D,157333.4,150000
2019,LA,Diedie,Traore,D,56250,56250
2019,LA,Justin,Vom Steeg,GK,57225,57225
2019,LA,Ethan,Zubak,F,78125,75000
2019,LAFC,Eduard,Atuesta,D-M,492999.96,474999.96
2019,LAFC,Lamar,Batista,D,56250,56250
2019,LAFC,Steven,Beitashour,D,298375.04,275000.04
2019,LAFC,Tristan,Blackmon,D,72983.95,70250.04
2019,LAFC,Latif,Blessing,M-F,110416.67,93750
2019,LAFC,Adama,Diomande,F,934999.96,849999.96
2019,LAFC,Philip,Ejimadu,GK,56250,56250
2019,LAFC,Mohammed,El-Mounir,D,207666.71,185000.04
2019,LAFC,Alejandro,Guido,D-M,120000,120000
2019,LAFC,Jordan,Harvey,D,165000,165000
2019,LAFC,Dejan,Jakovic,D,153750,150000
2019,LAFC,Mark-Anthony,Kaye,M,177810.5,166248
2019,LAFC,Tyler,Miller,GK,77565,77565
2019,LAFC,Lee,Nguyen,M,530000,525000
2019,LAFC,Diego,Palacios,D,348000,324000
2019,LAFC,Josh,Perez,M-F,75999.96,75999.96
2019,LAFC,Adrien,Perez,F,56250,56250
2019,LAFC,Javier,Perez,M,56250,56250
2019,LAFC,Brian,Rodriguez Bravo,F,1039800.08,700000.08
2019,LAFC,Diego,Rossi,M-F,1052000.08,1000000.08
2019,LAFC,Eddie,Segura,D,223999.92,199999.92
2019,LAFC,Danilo,Silva,D,200000.04,200000.04
2019,LAFC,Pablo,Sisniega,GK,105000,105000
2019,LAFC,Peter,Vassell,M-F,72750.04,70250.04
2019,LAFC,Carlos,Vela,M-F,6300000,4500000
2019,LAFC,Rodolfo,Zelaya,F,185833.37,162500.04
2019,LAFC,Walker,Zimmerman,D,600000,600000
2019,MLS,Sam,Cronin,M,396990.33,330000
2019,MLS,Nicolas,Del Grecco,D,121125,120000
2019,MLS,Shkelzen,Gashi,M-F,1668750,1575000
2019,MLS,Andreas,Ivan,M-F,330600,264000
2019,MLS,Charlie,Lyon,GK,70250.04,70250.04
2019,MLS,Chad,Marshall,D,401250,360000
2019,MLS,Yura,Movsisyan,F,2273749.96,2049999.96
2019,MLS,Blake,Smith,D,70250.04,70250.04
2019,MNUFC,Osvaldo,Alonso,D-M,697500.04,650000.04
2019,MNUFC,Michael,Boxall,D,317333.33,300000
2019,MNUFC,Thomas,Chacon,M,336999.96,324999.96
2019,MNUFC,Abu,Danladi,F,180000.08,145000.08
2019,MNUFC,Hassani,Dotson,M,56250,56250
2019,MNUFC,Ethan,Finlay,M-F,400008,400008
2019,MNUFC,Chase,Gasper,D,56250,56250
2019,MNUFC,Jan,Gregus,M,883500,750000
2019,MNUFC,Romario,Ibarra,M-F,546250.04,500000.04
2019,MNUFC,Miguel,Ibarra,M,342318,309996
2019,MNUFC,Brent,Kallman,D,151531.33,118000.08
2019,MNUFC,Robin,Lod,M,952496,849996
2019,MNUFC,Carter,Manley,D,57225,57225
2019,MNUFC,Vito,Mannone,GK,594000,540000
2019,MNUFC,Collin,Martin,M-F,105000,105000
2019,MNUFC,Romain,Metanire,D,411833.37,305000.04
2019,MNUFC,Wilfried,Moimbe,D,274275,252000
2019,MNUFC,Kevin,Molino,M-F,546254,500004
2019,MNUFC,Ally,Ng'Anzi,M-F,56250,56250
2019,MNUFC,Lawrence,Olum,D,70250.04,70250.04
2019,MNUFC,Wyatt,Omsberg,D,57225,57225
2019,MNUFC,Ike,Opara,D,367916.71,350000.04
2019,MNUFC,Darwin,Quintero,M-F,1750000.08,1750000.08
2019,MNUFC,Angelo,Rodriguez,F,667187.5,600000
2019,MNUFC,Rasmus,Schuller,M,300004,275004
2019,MNUFC,Bobby,Shuttleworth,GK,191874.96,174999.96
2019,MNUFC,Dayne,St. Clair,GK,74753.17,70250.04
2019,MNUFC,Mason,Toye,F,188000,135000
2019,MTL,Clement,Bayiha,M-F,67125.08,61750.08
2019,MTL,Jason,Beaulieu,GK,70250.04,70250.04
2019,MTL,Zachary,Brault-Guillard,D,81000,72000
2019,MTL,Evan,Bush,GK,294666.75,232000.08
2019,MTL,Victor,Cabrera,D,172328.33,150000
2019,MTL,Rudy,Camacho,D,749152.58,700000.08
2019,MTL,Mathieu,Choiniere,M,86390.04,80000.04
2019,MTL,Jorge,Corrales,D,70875,70875
2019,MTL,Clement,Diop,GK,98190,94500
2019,MTL,Rod,Fanni,D,299250,299250
2019,MTL,Anthony,Jackson-Hamel,F,175000.08,160000.08
2019,MTL,Daniel,Kinumbe,D,60165.63,56250
2019,MTL,Bojan,Krkic,F,1532448.56,1232876.64
2019,MTL,Ken,Krolicki,M-F,59950.08,59950.08
2019,MTL,Lassi,Lappalainen,M-F,302574,302574
2019,MTL,Daniel,Lovitz,D,97453.08,97453.08
2019,MTL,Thomas,Meilleure-Giguere,D,60245,57120
2019,MTL,Orji,Okwonkwo,M-F,220000.04,200000.04
2019,MTL,James,Pantemis,GK,70250.04,70250.04
2019,MTL,Ignacio,Piatti,M-F,4443333.37,530000.04
2019,MTL,Samuel,Piette,D-M,143159.38,135000
2019,MTL,Jukka,Raitala,D,290500.08,250000.08
2019,MTL,Bacary,Sagna,D,705000,660000
2019,MTL,Amar,Sejdic,M,56250,56250
2019,MTL,Shamit,Shome,M,120000.08,100000.08
2019,MTL,Ballou,Tabla,M-F,70250.04,70250.04
2019,MTL,Saphir,Taider,M,1400000.04,1400000.04
2019,MTL,Maximiliano,Urruti,F,1071000,900000
2019,MTL,Jeisson,Vargas,M-F,225000,225000
2019,MTL,Karifa,Yao,D,60466.39,56250
2019,NE,Juan,Agudelo,F,604999.92,574999.92
2019,NE,Isaac,Angking,M-F,75250.04,70250.04
2019,NE,Jalil,Anibaba,D,101250,101250
2019,NE,Gustavo,Bou,F,2100000,2100000
2019,NE,Tajon,Buchanan,M-F,126000,90000
2019,NE,Teal,Bunbury,F,270750,225750
2019,NE,Brandon,Bye,D,63244.93,59950.08
2019,NE,Luis,Caicedo,D-M,300000,300000
2019,NE,Juan Fernando,Caicedo,F,500000.04,500000.04
2019,NE,Scott,Caldwell,M,153208.56,142312.56
2019,NE,Edgar,Castillo,D,249999.96,249999.96
2019,NE,Cody,Cropper,GK,77519.52,77519.52
2019,NE,Diego,Fagundez,M-F,205000.04,185000.04
2019,NE,Andrew,Farrell,D,344229.96,209229.96
2019,NE,Nicolas,Firmino,M,73916.71,70250.04
2019,NE,Carles,Gil,M-F,2337500,2100000
2019,NE,Zachary,Herivaux,M,87351.6,72351.6
2019,NE,DeJuan,Jones,M-F,56250,56250
2019,NE,Brad,Knighton,GK,116253.32,111253.32
2019,NE,Michael,Mancienne,D,995676,881676
2019,NE,Antonio,Mlinar Delamea,D,425004,425004
2019,NE,Cristian,Penilla,M-F,550000.04,500000.04
2019,NE,Justin,Rennicks,F,115000.04,80000.04
2019,NE,Matt,Turner,GK,75937.56,75937.56
2019,NE,Brian,Wright,F,70875,70875
2019,NE,Wilfred,Zahibo,M,583000,513000
2019,NYCFC,Heber,Araujo dos Santos,F,788750.04,785000.04
2019,NYCFC,Luis,Barraza,GK,56250,56250
2019,NYCFC,Daniel,Bedoya,M-F,70250.04,70250.04
2019,NYCFC,Jeff,Caldwell,GK,57225,57225
2019,NYCFC,Alexander,Callens,D,664000,600000
2019,NYCFC,Valentin,Castellanos,M-F,274806.41,249999.96
2019,NYCFC,Maxime,Chanot,D,650000.04,650000.04
2019,NYCFC,Justin,Haak,M,56250,56250
2019,NYCFC,Sebastien,Ibeagha,D,74250,74250
2019,NYCFC,Sean,Johnson,GK,399999.96,399999.96
2019,NYCFC,Gary,Mackay-Steven,M-F,274833.37,260000.04
2019,NYCFC,Ronald,Matarrita,D,420000,300000
2019,NYCFC,Jesus,Medina,M-F,870833.33,750000
2019,NYCFC,Eric,Miller,D,124424.96,108549.96
2019,NYCFC,Alexandru,Mitrita,M-F,500000.04,500000.04
2019,NYCFC,Abdi,Mohamed,D,56250,56250
2019,NYCFC,Maxi,Moralez,M-F,2000000.04,2000000.04
2019,NYCFC,Ebenezer,Ofori,D-M,399999.96,324999.96
2019,NYCFC,Keaton,Parks,D-M,165000,150000
2019,NYCFC,Alexander,Ring,M,944999.96,849999.96
2019,NYCFC,Tony,Rocha,M,72346.92,72346.92
2019,NYCFC,James,Sands,D-M,105000,105000
2019,NYCFC,Joe,Scally,D,78066.67,56250
2019,NYCFC,Brad,Stuver,GK,99999.96,99999.96
2019,NYCFC,Ben,Sweat,D,200000.04,200000.04
2019,NYCFC,Ismael,Tajouri-Shradi,M-F,380500.04,350000.04
2019,NYCFC,Anton,Tinnerholm,D,546800,496800
2019,NYCFC,Juan Pablo,Torres,M,84750.04,70250.04
2019,NYRB,Tom,Barlow,F,56250,56250
2019,NYRB,Vincent,Bezecourt,M-F,73295.62,70875
2019,NYRB,Rece,Buckmaster,D,56250,56250
2019,NYRB,Cristian,Casseres,M,118749.92,79999.92
2019,NYRB,Sean,Davis,M,327500,300000
2019,NYRB,Kyle,Duncan,D,70250.04,70250.04
2019,NYRB,Marcus,Epps,M-F,74541.71,70250.04
2019,NYRB,Omir,Fernandez,M-F,95000.04,80000.04
2019,NYRB,Mathias,Jorgensen,F,306250.04,275000.04
2019,NYRB,Alejandro,Romero,M-F,799999.92,799999.92
2019,NYRB,Jean-Christophe,Koffi,M,76031.29,70250.04
2019,NYRB,Connor,Lade,D,132749.85,126000
2019,NYRB,Kemar,Lawrence,D,382749.96,339999.96
2019,NYRB,Aaron,Long,D,800000.04,770000.04
2019,NYRB,Evan,Louro,GK,70250.04,70250.04
2019,NYRB,Ryan,Meara,GK,137000,132000
2019,NYRB,Ben,Mines,M-F,63243.2,57229.2
2019,NYRB,Michael,Murillo,D,113753.96,105003.96
2019,NYRB,Alex,Muyl,M-F,127750,123750
2019,NYRB,Sean,Nealis,D,56250,56250
2019,NYRB,Tim,Parker,D,752200.04,738200.04
2019,NYRB,Luis,Robles,GK,490000.08,490000.08
2019,NYRB,Daniel,Royer,M-F,768749.96,699999.96
2019,NYRB,Marc,Rzatkowski,M,341666.67,300000
2019,NYRB,Josh,Sims,M,710467.96,695967.96
2019,NYRB,Amro,Tarek,D,156250,150000
2019,NYRB,Florian,Valot,M-F,74508.45,70872
2019,NYRB,Brian,White,F,57225,57225
2019,NYRB,Bradley,Wright-Phillips,F,1380000,1200000
2019,ORL,Danilo,Acosta,D,110000.04,110000.04
2019,ORL,Tesho,Akindele,F,150000,150000
2019,ORL,Carlos,Ascues,D-M,451500,420000
2019,ORL,Josue,Colman,M-F,450000,450000
2019,ORL,Alex,De John,D,146614.17,135000
2019,ORL,Dom,Dwyer,F,1503333.33,1320000
2019,ORL,Adam,Grinwis,GK,70875,70875
2019,ORL,Cristian,Higuita,M,611662.67,474996
2019,ORL,Robin,Jansson,D,289800,261000
2019,ORL,Will,Johnson,M,491004,455004
2019,ORL,Sacha,Kljestan,M-F,1100000.04,1025000.04
2019,ORL,Cam,Lindley,D-M,98906.25,90000
2019,ORL,Jhegson ,Mendez,D-M,486750,450000
2019,ORL,Benji,Michel,F,116249.96,84999.96
2019,ORL,Kamal,Miller,D,56250,56250
2019,ORL,Joao,Moutinho,D,202999.92,139999.92
2019,ORL,Chris,Mueller,M-F,109375,95625
2019,ORL,,Nani,M-F,2486249.7,2333333.04
2019,ORL,Shane,O'Neill,D,139499.92,124999.92
2019,ORL,Santiago,Patino,F,76781.29,72500.04
2019,ORL,Mauricio,Pereyra,M,1078000,960000
2019,ORL,Dillon,Powers,M,200000.04,200000.04
2019,ORL,Gregory,Ranjitsingh,GK,70250.04,70250.04
2019,ORL,,Robinho,M-F,205500,198000
2019,ORL,Oriol,Rosell,D-M,522499.92,522499.92
2019,ORL,Brian,Rowe,GK,98000.04,95000.04
2019,ORL,Lamine,Sane,D,949999.96,902499.96
2019,ORL,Kyle,Smith,D,70250.04,70250.04
2019,ORL,Mason,Stajduhar,GK,70875,70875
2019,ORL,Ruan,Teixeira,D,159999.96,159999.96
2019,PHI,Brenden,Aaronson,M-F,98309.48,70000.08
2019,PHI,RJ,Allen,D,70250.04,70250.04
2019,PHI,Fabinho,Alves,D,120000,120000
2019,PHI,Alejandro,Bedoya,M,1266250,1200000
2019,PHI,Joe,Bendik,GK,144000,144000
2019,PHI,Andre,Blake,GK,550004,500004
2019,PHI,Cory,Burke,F,79720.37,75937.56
2019,PHI,Aurelien,Collin,D,175000.08,175000.08
2019,PHI,Warren,Creavalle,D-M,175300,162000
2019,PHI,Jack,De Vries,M-F,120556.25,90000
2019,PHI,Jack,Elliott,D,265000.08,250000.08
2019,PHI,Marco,Fabian,M-F,2274087.24,2000727.24
2019,PHI,Anthony,Fontana,M-F,78677.6,70260
2019,PHI,Matt,Freese,GK,77650.08,70000.08
2019,PHI,Raymon,Gaddis,D,190000.08,190000.08
2019,PHI,,Ilsinho,M,357000,330000
2019,PHI,Derrick,Jones,M,80900,75000
2019,PHI,Olivier,Mbaizo,D,70875,70875
2019,PHI,Mark,McKenzie,D,82225,72225
2019,PHI,Haris,Medunjanin,M,595008,550008
2019,PHI,Jamiro,Monteiro,M,671200,618000
2019,PHI,Michee,Ngalina,M-F,56250,56250
2019,PHI,Fafa,Picault,M-F,173666.63,159999.96
